453,353,353,353,353,353,353,353,353,353,353,353,353,353,353,356,363,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,364,356,356,357,352,353,354,355,356,357,352,353,354,355,356,357,352,353,354,355,485
517,128,129,288,289,288,289,128,129,288,289,288,289,128,129,288,453,359,360,361,360,361,362,359,360,361,360,361,362,419,420,421,416,417,418,453,387,388,389,384,385,386,387,388,389,384,385,386,387,388,389,384,385,386,453,453
517,128,129,256,257,256,257,128,129,256,257,256,257,128,129,256,485,391,392,392,393,393,394,391,392,392,393,393,394,359,360,361,360,361,362,485,419,420,421,416,417,418,419,420,421,416,417,418,419,420,421,416,417,418,485,485
517,128,129,288,289,288,289,128,129,288,289,288,289,128,129,288,395,353,353,353,353,353,353,353,353,353,353,353,364,391,392,392,393,393,394,453,359,360,361,360,361,362,359,360,361,360,361,362,359,360,361,360,361,362,453,453
517,128,129,256,257,256,257,128,129,256,257,256,257,128,129,256,257,256,257,128,129,256,257,256,257,128,129,256,453,363,353,357,352,353,364,485,391,392,392,393,393,394,391,392,392,393,393,394,391,392,392,393,393,394,485,485
517,128,129,288,289,288,289,128,129,288,289,288,289,128,129,288,289,288,289,128,129,288,289,288,289,128,129,288,485,387,388,389,384,385,386,453,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,396,453
517,128,129,256,257,256,257,128,129,256,257,256,257,128,129,256,257,256,257,128,129,256,257,256,257,128,129,256,453,419,420,421,416,417,418,485,257,128,129,256,257,256,257,128,129,256,257,256,257,128,129,256,257,256,257,166
517,128,129,288,289,288,289,128,129,288,289,288,289,128,129,288,289,288,289,128,129,288,289,288,289,128,129,288,485,359,360,361,360,361,362,453,289,128,129,288,289,288,289,128,129,288,289,288,289,128,129,288,289,288,289,166
453,356,356,356,356,356,356,364,129,256,257,256,257,128,129,256,257,256,257,128,129,256,257,256,257,128,129,256,453,391,392,392,393,393,394,485,257,128,129,256,257,256,257,128,129,256,257,256,257,128,129,256,257,256,257,166
453,128,129,288,289,288,289,128,129,288,289,288,289,128,129,288,289,288,289,128,129,288,289,288,289,128,129,288,485,363,356,357,352,353,364,453,289,128,129,288,289,288,289,128,129,288,289,288,289,128,129,288,289,288,289,166
