485,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356
517,256,257,166,166,166,166,166,166,256,257,166,166,166,166,166,166,256,257,166,166,166,166,166,166,256,257,166,166,166,166,166,166,256,257,166,166,166,166,166,166,256
517,288,289,166,166,166,166,166,166,288,289,166,166,166,166,166,166,288,289,166,166,166,166,166,166,288,289,166,166,166,166,166,166,288,289,166,166,166,166,166,166,288
517,256,257,166,166,166,166,166,166,256,257,166,166,166,166,166,166,256,257,166,166,166,166,166,166,256,257,166,166,166,166,166,166,256,257,166,166,166,166,166,166,256
517,288,289,166,166,166,166,166,166,288,289,166,166,166,166,166,166,288,289,166,166,166,166,166,166,288,289,166,166,166,166,166,166,288,289,166,166,166,166,166,166,288
517,256,257,166,166,166,166,166,166,256,257,166,166,166,166,166,166,256,257,166,166,166,166,166,166,256,257,166,166,166,166,166,166,256,257,166,166,166,166,166,166,256
517,288,289,166,166,166,166,166,166,288,289,166,166,166,166,166,166,288,289,166,166,166,166,166,166,288,289,166,166,166,427,428,427,428,427,428,427,428,427,428,427,428
517,256,257,166,166,166,166,166,166,256,257,166,166,166,166,166,166,256,257,166,166,166,166,166,166,256,257,166,166,166,459,460,459,460,459,460,459,460,459,460,459,460
517,288,289,166,166,166,166,166,166,288,423,424,423,424,423,424,423,424,423,166,166,166,166,166,166,288,289,166,166,166,427,428,448,449,450,451,452,448,449,450,427,428
517,256,257,166,166,166,166,166,166,256,257,166,166,166,166,166,166,256,257,166,166,166,166,166,166,256,257,166,166,166,459,460,480,481,482,451,452,480,481,482,459,460
517,288,289,166,166,166,166,166,166,288,289,166,166,166,166,166,166,288,289,166,166,166,166,166,166,288,289,166,166,166,427,428,480,481,482,451,452,480,481,482,427,428
517,256,257,166,166,166,166,166,166,256,257,166,166,166,166,166,166,256,257,166,166,166,166,166,166,256,257,166,166,166,459,460,480,481,482,451,483,480,481,482,459,460
485,364,356,357,352,353,354,355,356,357,352,356,354,355,356,357,357,356,354,355,356,357,357,356,354,355,356,357,357,356,354,355,356,357,357,356,354,355,356,357,357,356
453,387,388,389,384,385,386,387,388,389,384,385,386,387,388,389,384,385,386,387,388,389,384,385,386,387,388,389,384,385,386,387,388,389,384,385,386,387,388,389,384,385
485,419,420,421,416,417,418,419,420,421,416,417,418,419,420,421,416,417,418,419,420,421,416,417,418,419,420,421,416,417,418,419,420,421,416,417,418,419,420,421,416,417
