453,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,453,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,453
485,257,256,257,256,257,128,129,256,257,256,257,128,129,256,257,256,485,128,129,256,257,256,257,128,129,256,257,256,257,128,129,256,257,256,257,128,129,256,257,256,257,128,129,256,257,256,257,128,129,256,257,256,485
453,289,288,289,288,289,128,129,288,289,288,289,128,129,288,289,288,453,128,129,288,289,288,289,128,129,288,289,288,289,128,129,288,289,288,289,128,129,288,289,288,289,128,129,288,289,288,289,128,129,288,289,288,453
485,257,256,257,256,257,128,129,256,257,256,257,128,129,256,257,256,485,128,129,256,257,256,257,128,129,256,257,256,257,128,129,256,257,256,257,128,129,256,257,256,257,128,129,256,257,256,257,128,129,256,257,256,485
485,289,288,289,288,289,128,129,288,289,288,289,128,129,288,289,288,485,128,129,288,289,288,289,128,129,288,289,288,289,128,129,288,289,288,289,128,129,288,289,288,289,128,129,288,289,288,289,128,129,288,289,288,485
453,257,256,257,256,257,128,129,256,257,256,257,128,129,256,257,256,453,128,129,256,257,256,257,128,129,256,257,256,257,128,129,256,257,256,257,128,129,256,257,256,257,128,129,256,257,256,257,128,129,256,257,256,453
453,289,288,289,288,289,128,129,288,289,288,289,128,129,288,289,288,453,128,129,288,289,288,289,128,129,288,289,288,289,128,129,288,289,288,289,128,129,288,289,288,289,128,129,288,289,288,289,128,129,288,289,288,485
485,257,256,257,256,257,128,129,256,257,256,257,128,129,256,257,256,485,128,129,256,257,256,257,128,129,256,257,256,257,128,129,256,257,256,257,128,129,256,257,256,257,128,129,256,257,256,257,128,129,256,257,256,453
453,289,288,289,288,289,128,129,288,289,288,289,128,129,288,289,288,453,128,129,288,289,288,289,128,129,288,289,288,289,128,129,288,289,288,289,128,129,288,289,288,289,128,129,288,289,288,289,128,129,288,289,288,485
485,257,256,257,256,257,128,129,256,257,256,257,128,129,256,257,256,485,128,129,256,257,256,257,128,129,256,257,256,257,128,129,256,257,256,257,128,129,256,257,256,257,128,129,256,257,256,257,128,424,423,424,423,453
485,289,288,289,288,289,128,129,288,289,288,289,128,129,288,289,288,485,128,129,288,289,288,289,128,129,288,289,288,289,128,129,288,289,288,289,128,129,288,289,288,289,128,129,288,289,288,289,128,129,288,289,288,485
453,257,256,257,256,257,128,129,256,257,256,257,128,129,256,257,256,453,128,129,256,257,256,257,128,129,256,257,256,257,128,129,256,257,256,257,128,129,256,257,256,257,128,129,256,257,256,257,128,129,256,257,256,453
485,289,288,289,288,289,128,129,288,289,288,289,128,129,288,289,288,485,128,129,288,289,288,289,128,129,288,289,288,289,128,129,288,289,288,289,128,129,288,289,288,289,128,129,288,289,288,289,128,129,288,289,288,485
453,257,256,257,256,257,128,129,256,257,256,257,128,129,256,257,256,453,128,129,256,257,256,257,128,129,256,257,256,424,423,424,423,424,423,424,423,424,423,424,423,424,423,424,256,257,256,257,128,129,256,257,256,453
485,289,288,289,288,289,128,129,288,289,288,289,128,129,288,289,288,485,128,129,288,289,288,289,128,129,288,289,288,289,128,129,288,289,288,289,128,129,288,289,288,289,128,129,288,289,288,289,128,129,288,289,288,485
453,257,256,257,256,257,11,12,256,257,256,257,11,12,256,257,256,453,11,12,256,257,256,257,11,12,256,257,256,257,11,12,256,257,256,257,11,12,256,257,256,257,11,12,256,257,256,257,11,12,256,257,256,453
485,289,288,289,288,289,43,44,288,289,288,289,43,44,288,289,288,485,43,44,288,289,288,289,43,44,288,289,288,289,43,44,288,289,288,289,43,44,288,289,288,289,43,44,288,289,288,289,43,44,288,289,288,485
453,257,256,257,256,257,75,76,256,257,423,424,423,424,423,424,423,424,423,424,423,424,423,424,75,76,256,257,256,257,75,76,256,257,256,257,75,76,256,257,256,257,75,76,256,257,256,257,75,76,256,257,256,453
485,289,288,289,288,289,107,108,288,289,288,289,107,108,288,289,288,289,107,108,288,289,288,289,107,108,288,289,288,289,107,108,288,289,288,289,107,108,288,289,288,289,107,108,288,289,288,289,107,108,288,289,288,485
453,257,256,257,256,257,160,161,256,257,256,257,160,161,256,257,256,257,160,161,256,257,256,257,160,161,256,257,256,257,160,161,256,257,256,257,160,161,256,257,256,257,160,161,256,257,256,257,160,161,256,257,256,453
485,289,288,289,288,289,192,193,288,289,288,289,192,193,288,289,288,289,192,193,288,289,288,289,192,193,288,289,288,289,192,193,288,289,288,289,192,193,288,289,288,289,192,193,288,289,288,289,192,193,288,289,288,485
453,364,356,357,352,353,354,355,356,357,352,353,354,355,356,357,352,353,354,355,356,357,352,353,354,355,356,357,352,353,354,355,356,357,352,353,354,355,356,357,352,353,354,355,356,357,352,353,354,355,356,357,352,485
485,387,388,389,384,385,386,387,388,389,384,385,386,387,388,389,384,385,386,387,388,389,384,385,386,387,388,389,384,385,386,387,388,389,384,385,386,387,388,389,384,385,386,387,388,389,384,385,386,387,388,389,384,453
453,419,420,421,416,417,418,419,420,421,416,417,418,419,420,421,416,417,418,419,420,421,416,417,418,419,420,421,416,417,418,419,420,421,416,417,418,419,420,421,416,417,418,419,420,421,416,417,418,419,420,421,416,485
485,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,453
