485,364,356,357,352,353,354,355,356,357,352,353,354,355,356,357,352,353,354,355,356,357,352,353,354,355,356,357,352,353,354,355,356,357,352,353,354,355,356,357,352,353,354,355,356,357,352,353,354,355,356,357,352,353,354,355,356,357,352,353,354,355,356,357,352,353,354,355,356,357,352,353,354,355,356,357,352,353
453,387,388,389,384,385,386,387,388,389,384,385,386,387,388,389,384,385,386,387,388,389,384,385,386,387,388,389,384,385,386,387,388,389,384,385,386,387,388,389,384,385,386,387,388,389,384,385,386,387,388,389,384,385,386,387,388,389,384,385,386,387,388,389,384,385,386,387,388,389,384,385,386,387,388,389,384,385
485,419,420,421,416,417,418,419,420,421,416,417,418,419,420,421,416,417,418,419,420,421,416,417,418,419,420,421,416,417,418,419,420,421,416,417,418,419,420,421,416,417,418,419,420,421,416,417,418,419,420,421,416,417,418,419,420,421,416,417,418,419,420,421,416,417,418,419,420,421,416,417,418,419,420,421,416,417
453,359,360,361,360,361,362,359,360,361,360,361,362,359,360,361,360,361,362,359,360,361,360,361,362,359,360,361,360,361,362,359,360,361,360,361,362,359,360,361,360,361,362,359,360,361,360,361,362,359,360,361,360,361,362,359,360,361,360,361,362,359,360,361,360,361,362,359,360,361,360,361,362,359,360,361,360,361
485,391,392,392,393,393,394,391,392,392,393,393,394,391,392,392,393,393,394,391,392,392,393,393,394,391,392,392,393,393,394,391,392,392,393,393,394,391,392,392,393,393,394,391,392,392,393,393,394,391,392,392,393,393,394,391,392,392,393,393,394,391,392,392,393,393,394,391,392,392,393,393,394,391,392,392,393,393
453,396,356,356,356,356,354,355,356,356,356,356,354,355,356,356,356,356,354,355,356,356,356,356,354,355,356,356,356,356,354,355,356,356,356,356,354,355,356,356,356,356,354,355,356,356,356,356,354,355,356,356,356,356,354,355,356,356,356,356,354,355,356,356,356,356,354,355,356,356,356,356,354,355,353,353,353,353
517,166,256,257,256,257,128,129,256,257,256,257,128,129,256,257,256,257,128,129,256,257,256,257,128,129,256,257,256,257,128,129,256,257,256,257,128,129,256,257,256,257,128,129,256,257,256,257,128,129,256,257,256,257,128,129,256,257,256,257,128,129,256,257,256,257,128,129,256,257,256,257,128,129,256,257,256,257
517,166,288,289,288,289,128,129,288,289,288,289,128,129,288,289,288,289,128,129,288,289,288,289,128,129,288,289,288,289,128,129,288,289,288,289,128,129,288,289,288,289,128,129,288,289,288,289,128,129,288,289,288,289,128,129,288,289,288,289,128,129,288,289,288,289,128,129,288,289,288,289,128,129,288,289,288,289
517,166,256,257,256,257,128,129,256,257,256,257,128,129,256,257,256,257,128,129,256,257,256,257,128,129,256,257,256,257,128,129,256,257,256,257,128,129,256,257,256,257,128,129,256,257,256,257,128,129,256,257,256,257,128,129,256,257,256,257,128,129,256,257,256,257,128,129,256,257,256,257,128,129,256,257,256,257
517,166,288,289,288,289,11,12,288,289,288,289,11,12,288,289,224,1,2,3,4,225,288,289,11,12,288,289,288,289,11,12,288,289,224,1,2,3,4,225,288,289,11,12,288,289,288,289,11,12,288,289,224,1,2,3,4,225,288,289,11,12,288,289,288,289,11,12,288,289,288,289,11,12,288,289,288,289
517,166,256,257,256,257,43,44,256,257,256,257,43,44,256,257,256,33,34,35,36,257,256,257,43,44,256,257,256,257,43,44,256,257,256,33,34,35,36,257,256,257,43,44,256,257,256,257,43,44,256,257,256,33,34,35,36,257,256,257,43,44,256,257,256,257,43,44,256,257,256,257,43,44,256,257,256,257
517,166,288,289,288,289,75,76,288,289,288,289,75,76,288,289,224,38,39,40,41,225,288,289,75,76,288,289,288,289,75,76,288,289,224,38,39,40,41,225,288,289,75,76,288,289,288,289,75,76,288,289,224,38,39,40,41,225,288,289,75,76,288,289,288,289,75,76,288,289,288,289,75,76,288,289,288,289
517,166,256,257,256,257,107,108,256,257,256,257,107,108,256,257,256,70,71,72,73,257,256,257,107,108,256,257,256,257,107,108,256,257,256,70,71,72,73,257,256,257,107,108,256,257,256,257,107,108,256,257,256,70,71,72,73,257,256,257,107,108,256,257,256,257,107,108,256,257,256,257,107,108,256,257,256,257
517,166,288,289,288,289,160,161,288,289,288,289,160,161,288,289,224,102,103,104,105,225,288,289,160,161,288,289,288,289,160,161,288,289,224,102,103,104,105,225,288,289,160,161,288,289,288,289,160,161,288,289,224,102,103,104,105,225,288,289,160,161,288,289,288,289,160,161,288,289,288,289,160,161,288,289,288,289
517,166,256,257,256,257,192,193,256,257,256,257,192,193,256,257,256,134,135,136,137,257,256,257,192,193,256,257,256,257,192,193,256,257,256,134,135,136,137,257,256,257,192,193,256,257,256,257,192,193,256,257,256,134,135,136,137,257,256,257,192,193,256,257,256,257,192,193,256,257,256,257,192,193,256,257,256,257
453,364,356,357,352,353,354,355,356,357,352,353,354,355,356,257,256,257,256,257,256,257,256,353,354,355,356,357,352,353,354,355,356,257,256,257,256,257,256,257,256,353,354,355,356,357,352,353,354,355,356,257,256,257,256,257,256,257,256,353,354,355,356,357,352,353,354,355,356,357,352,353,354,355,356,357,352,353
485,387,388,389,384,385,386,387,388,389,384,385,386,387,388,422,422,422,422,422,422,422,422,385,386,387,388,389,384,385,386,387,388,422,422,422,422,422,422,422,422,385,386,387,388,389,384,385,386,387,388,422,422,422,422,422,422,422,422,385,386,387,388,389,384,385,386,387,388,389,384,385,386,387,388,389,384,385
453,419,420,421,416,417,418,419,420,421,416,417,418,419,420,422,422,422,422,422,422,422,422,417,418,419,420,421,416,417,418,419,420,422,422,422,422,422,422,422,422,417,418,419,420,421,416,417,418,419,420,422,422,422,422,422,422,422,422,417,418,419,420,421,416,417,418,419,420,421,416,417,418,419,420,421,416,417
