364,356,356,357,352,353,354,355,356,357,352,353,354,355,356,357,352,353,354,355,356,357,352,353,354,355,356,357,352,353,354,355,356,357,352,353,354,355,356,357,352,353,354,355,356,357,352,353,354,355,356,357,352,353,354,355,356,357,352,353,354,355,356,357,352,353,354,355,356,357,352,353,354,355,356,357,352,353,354,355,356,357,352,353,354,355,356,357,352,353,354,355,356,357,352,353,354,355,356,357,352,353,354,355,356,357,352,353,354,355,356,357,352,353,354,355,356,357,352,353,354,355,356,357,352,353,354,355,356,357,352,353,353,363
386,387,388,389,384,385,386,387,388,389,384,385,386,387,388,389,384,385,386,387,388,389,384,385,386,387,388,389,384,385,386,387,388,389,384,385,386,387,388,389,384,385,386,387,388,389,384,385,386,387,388,389,384,385,386,387,388,389,384,385,386,387,388,389,384,385,386,387,388,389,384,385,386,387,388,389,384,385,386,387,388,389,384,385,386,387,388,389,384,385,386,387,388,389,384,385,386,387,388,389,384,385,386,387,388,389,384,385,386,387,388,389,384,385,386,387,388,389,384,385,386,387,388,389,384,385,386,387,388,389,384,385,386,387
419,419,420,421,416,417,418,419,420,421,416,417,418,419,420,421,416,417,418,419,420,421,416,417,418,419,420,421,416,417,418,419,420,421,416,417,418,419,420,421,416,417,418,419,420,421,416,417,418,419,420,421,416,417,418,419,420,421,416,417,418,419,420,421,416,417,418,419,420,421,416,417,418,419,420,421,416,417,418,419,420,421,416,417,418,419,420,421,416,417,418,419,420,421,416,417,418,419,420,421,416,417,418,419,420,421,416,417,418,419,420,421,416,417,418,419,420,421,416,417,418,419,420,421,416,417,418,419,420,421,416,417,418,418
359,359,360,361,360,361,362,359,360,361,360,361,362,359,360,361,360,361,362,359,360,361,360,361,362,359,360,361,360,361,362,359,360,361,360,361,362,359,360,361,360,361,362,359,360,361,360,361,362,359,360,361,360,361,362,359,360,361,360,361,362,359,360,361,360,361,362,359,360,361,360,361,362,359,360,361,360,361,362,359,360,361,360,361,362,359,360,361,360,361,362,359,360,361,360,361,362,359,360,361,360,361,362,359,360,361,360,361,362,359,360,361,360,361,362,359,360,361,360,361,362,359,360,361,360,361,362,359,360,361,360,361,362,362
394,391,392,392,393,393,394,391,392,392,393,393,394,391,392,392,393,393,394,391,392,392,393,393,394,391,392,392,393,393,394,391,392,392,393,393,394,391,392,392,393,393,394,391,392,392,393,393,394,391,392,392,393,393,394,391,392,392,393,393,394,391,392,392,393,393,394,391,392,392,393,393,394,391,392,392,393,393,394,391,392,392,393,393,394,391,392,392,393,393,394,391,392,392,393,393,394,391,392,392,393,393,394,391,392,392,393,393,394,391,392,392,393,393,394,391,392,392,393,393,394,391,392,392,393,393,394,391,392,392,393,393,394,391
396,356,356,356,356,356,354,355,356,356,356,356,354,355,356,356,356,356,354,355,356,356,356,356,354,355,356,356,356,356,354,355,356,356,356,356,354,355,356,356,356,356,354,355,356,356,356,356,354,355,356,356,356,356,354,355,356,356,356,356,354,355,356,356,356,356,354,355,356,356,356,356,354,355,356,356,356,356,354,355,356,356,356,356,354,355,356,356,356,356,354,355,356,356,356,356,354,355,356,356,356,356,354,355,356,356,356,356,354,355,356,356,356,356,354,355,356,356,356,356,354,355,356,356,356,356,354,355,353,353,353,353,353,395
288,289,288,289,288,289,128,129,288,289,288,289,128,129,288,289,288,289,128,129,288,289,288,289,128,129,288,289,288,289,128,129,288,289,288,289,128,129,288,289,288,289,128,129,288,289,288,289,128,129,288,289,288,289,128,129,288,289,288,289,128,129,288,289,288,289,128,129,288,289,288,289,128,129,288,289,288,289,128,129,288,289,288,289,128,129,288,289,288,289,128,129,288,289,288,289,128,129,288,289,288,289,128,129,288,289,288,289,128,129,288,289,288,289,128,129,288,289,288,289,128,129,288,289,288,289,128,129,288,289,288,289,288,288
256,257,256,257,256,257,128,129,256,257,256,257,128,129,256,257,256,257,128,129,256,257,256,257,128,129,256,257,256,257,128,129,256,257,256,257,128,129,256,257,256,257,128,129,256,257,256,257,128,129,256,257,256,257,128,129,256,257,256,257,128,129,256,257,256,257,128,129,256,257,256,257,128,129,256,257,256,257,128,129,256,257,256,257,128,129,256,257,256,257,128,129,256,257,256,257,128,129,256,257,256,257,128,129,256,257,256,257,128,129,256,257,256,257,128,129,256,257,256,257,128,129,256,257,256,257,128,129,256,257,256,257,256,256
288,289,288,289,288,289,128,129,288,289,288,289,128,129,288,289,288,289,128,129,288,289,288,289,128,129,288,289,288,289,128,129,288,289,288,289,128,129,288,289,288,289,128,129,288,289,288,289,128,129,288,289,288,289,128,129,288,289,288,289,128,129,288,289,288,289,128,129,288,289,288,289,128,129,288,289,288,289,128,129,288,289,288,289,128,129,288,289,288,289,128,129,288,289,288,289,128,129,288,289,288,289,128,129,288,289,288,289,128,129,288,289,288,289,128,129,288,289,288,289,128,129,288,289,288,289,128,129,288,289,288,289,288,288
256,257,256,257,256,257,11,12,256,257,256,257,11,12,256,257,256,257,11,12,256,257,256,257,11,12,256,257,256,257,11,12,256,257,256,257,11,12,256,257,256,257,11,12,256,257,256,257,11,12,256,257,256,257,11,12,256,257,256,257,11,12,256,257,256,257,11,12,256,257,256,257,11,12,256,257,256,257,11,12,256,257,256,257,11,12,256,257,256,257,11,12,256,257,256,257,11,12,256,257,256,257,11,12,256,257,256,257,11,12,256,257,256,257,11,12,256,257,256,257,11,12,256,257,256,257,11,12,256,257,256,257,256,256
