364,356,357,352,353,354,355,356,357,352,353,354,355,356,357,352,353,354,355,356,357,352,353,354,355,356,357,352,353,354,355,356,357,352,353,354,355,356,357,352,353,363
387,388,389,384,385,386,387,388,389,384,385,386,387,388,389,384,385,386,387,388,389,384,385,386,387,388,389,384,385,386,387,388,389,384,385,386,387,388,389,384,385,386
419,420,421,416,417,418,419,420,421,416,417,418,419,420,421,416,417,418,419,420,421,416,417,418,419,420,421,416,417,418,419,420,421,416,417,418,419,420,421,416,417,418
359,360,361,360,361,362,359,360,361,360,361,362,359,360,361,360,361,362,359,360,361,360,361,362,359,360,361,360,361,362,359,360,361,360,361,362,359,360,361,360,361,362
391,392,392,393,393,394,391,392,392,393,393,394,391,392,392,393,393,394,391,392,392,393,393,394,391,392,392,393,393,394,391,392,392,393,393,394,391,392,392,393,393,394
396,356,356,356,356,354,355,356,356,356,356,354,355,356,356,356,356,354,355,356,356,356,356,354,355,356,356,356,356,354,355,356,356,356,356,354,355,356,356,356,356,395
289,288,289,288,289,128,129,288,289,288,289,128,129,288,289,288,289,128,129,288,289,224,1,2,3,4,225,288,289,128,129,288,289,288,289,128,129,288,289,288,289,128
257,256,257,256,257,128,129,256,257,256,257,128,129,256,257,256,257,128,129,256,257,256,33,34,35,36,257,256,257,128,129,256,257,256,257,128,129,256,257,256,257,128
289,288,289,288,289,128,129,288,289,288,289,128,129,288,289,288,289,128,129,288,289,224,38,39,40,41,225,288,289,128,129,288,289,288,289,128,129,288,289,288,289,128
257,256,257,256,257,128,129,256,257,256,257,128,129,256,257,256,257,128,129,256,257,256,70,71,72,73,257,256,257,128,129,256,257,256,257,128,129,256,257,256,257,128
289,288,289,288,289,128,129,288,289,288,289,128,129,288,289,288,289,128,129,288,289,224,102,103,104,105,225,288,289,128,129,288,289,288,289,128,129,288,289,288,289,128
257,256,257,256,257,128,129,256,257,256,257,128,129,256,257,256,257,128,129,256,257,256,134,135,136,137,257,256,257,128,129,256,257,256,257,128,129,256,257,256,257,128
289,288,289,288,289,128,129,288,289,288,289,128,129,288,289,288,289,128,129,288,289,256,257,128,129,256,257,288,289,128,129,288,289,288,289,128,129,288,289,288,289,128
257,256,257,256,257,128,129,256,257,256,257,128,129,256,257,256,257,128,129,256,257,256,257,128,129,256,257,256,257,128,129,256,257,256,257,128,129,256,257,256,257,128
289,288,289,288,289,128,129,288,289,288,289,128,129,288,289,288,289,423,424,423,424,423,424,423,424,423,424,423,424,128,129,288,289,288,289,128,129,288,289,288,289,128
257,256,257,256,257,128,129,256,257,256,257,128,129,256,257,256,257,128,129,256,257,256,257,128,129,256,257,256,257,128,129,256,257,256,257,128,129,256,257,256,257,128
289,288,289,288,289,11,12,288,289,288,289,11,12,288,289,288,289,11,12,288,289,288,289,11,12,288,289,288,289,11,12,288,289,288,289,11,12,288,289,288,289,11
257,256,257,256,257,43,44,256,257,256,257,43,44,256,257,256,257,43,44,256,257,256,257,43,44,256,257,256,257,43,44,256,257,256,257,43,44,256,257,256,257,43
289,288,289,288,289,75,76,288,423,424,423,424,76,288,289,288,289,75,76,288,289,288,289,75,76,288,289,288,289,75,76,288,289,288,289,75,76,288,289,288,289,75
257,256,257,256,257,107,108,256,257,256,257,107,108,256,257,256,257,107,108,256,257,256,257,107,108,256,257,256,257,107,108,256,257,256,257,107,108,256,257,256,257,107
289,288,289,288,289,160,161,288,289,288,289,160,161,288,289,288,289,160,161,288,289,288,289,160,161,288,289,288,289,160,161,288,289,288,289,160,161,288,289,288,289,160
257,256,257,256,257,192,193,256,257,256,257,192,193,256,257,256,257,192,193,256,257,256,257,192,193,256,257,256,257,192,193,256,257,256,257,192,193,256,257,256,257,192
364,356,357,352,353,354,355,356,357,352,353,354,355,356,357,352,353,354,355,356,357,352,353,354,355,356,357,352,353,354,355,356,357,352,353,354,355,356,357,352,353,363
387,388,389,384,385,386,387,388,389,384,385,386,387,388,389,384,385,386,387,388,389,384,385,386,387,388,389,384,385,386,387,388,389,384,385,386,387,388,389,384,385,386
419,420,421,416,417,418,419,420,421,416,417,418,419,420,421,416,417,418,419,420,421,416,417,418,419,420,421,416,417,418,419,420,421,416,417,418,419,420,421,416,417,418
